stnam,fipst,leaid,leanm10,ALL_COHORT_1011,ALL_RATE_1011,MAM_COHORT_1011,MAM_RATE_1011,MAS_COHORT_1011,MAS_RATE_1011,MBL_COHORT_1011,MBL_RATE_1011,MHI_COHORT_1011,MHI_RATE_1011,MTR_COHORT_1011,MTR_RATE_1011,MWH_COHORT_1011,MWH_RATE_1011,CWD_COHORT_1011,CWD_RATE_1011,ECD_COHORT_1011,ECD_RATE_1011,LEP_COHORT_1011,LEP_RATE_1011
ARIZONA,4,400095,Yuma Private Industry Council  Inc.,58,20-29,1,PS,1,PS,1,PS,44,20-29,,,11,LT50,5,PS,40,30-39,,
ARIZONA,4,400097,Northland Preparatory Academy,51,GE90,2,PS,2,PS,,,10,GE50,,,37,GE90,3,PS,,,,
ARIZONA,4,400099,Liberty High School,27,60-79,5,PS,,,,,8,GE50,,,14,GE50,6,GE50,17,60-79,,
ARIZONA,4,400101,OMEGA SCHOOLS d.b.a. Omega Academy  Inc.,41,50-59,,,,,7,GE50,26,40-59,,,8,GE50,5,PS,34,60-69,1,PS
ARIZONA,4,400103,Ombudsman Educational Services  Ltd. a subsidiary of Educati,122,60-64,3,PS,1,PS,7,GE50,43,30-39,,,68,80-84,25,GE80,,,,
ARIZONA,4,400104,Global Renaissance Academy of Distinguished Education,19,60-79,,,1,PS,2,PS,2,PS,,,14,GE50,4,PS,,,,
ARIZONA,4,400106,Arizona Agribusiness & Equine Center  Inc.,57,GE90,2,PS,2,PS,2,PS,1,PS,,,50,GE90,3,PS,,,,
ARIZONA,4,400107,International Commerce Secondary Schools  Inc.,281,49,20,21-39,1,PS,26,21-39,156,40-44,,,75,65-69,18,21-39,,,,
ARIZONA,4,400108,Humanities and Sciences Academy of the United States  Inc.,119,45-49,16,21-39,2,PS,20,60-79,31,30-39,,,49,50-59,15,LT50,,,,
ARIZONA,4,400112,American Leadership Academy  Inc.,15,LT50,1,PS,2,PS,1,PS,3,PS,,,8,GE50,1,PS,,,,
ARIZONA,4,400121,Accelerated Learning Center  Inc.,92,80-84,1,PS,,,,,5,PS,,,86,80-84,7,GE50,,,,
ARIZONA,4,400124,Genesis Program  Inc.,61,35-39,3,PS,1,PS,6,LT50,51,30-39,,,,,6,GE50,47,30-39,2,PS
ARIZONA,4,400125,Luz Academy of Tucson  Inc,37,80-89,,,1,PS,,,30,GE80,,,6,GE50,4,PS,30,GE80,,
ARIZONA,4,400129,Accelerated Elementary and Secondary Schools,4,PS,,,3,PS,,,,,,,1,PS,,,1,PS,,
ARIZONA,4,400130,American Heritage Academy,16,60-79,,,,,,,2,PS,,,14,GE50,,,,,,
ARIZONA,4,400131,The Charter Foundation  Inc.,24,GE80,,,,,3,PS,11,GE50,,,8,GE50,1,PS,9,GE50,,
ARIZONA,4,400133,Employ-Ability Unlimited  Inc.,11,GE50,,,,,1,PS,6,GE50,,,4,PS,1,PS,6,GE50,,
ARIZONA,4,400134,BASIS School  Inc.,25,GE80,,,7,GE50,1,PS,6,GE50,,,11,GE50,,,,,,
ARIZONA,4,400142,E.Q. Scholars  Inc.,7,GE50,,,,,,,3,PS,,,4,PS,,,5,PS,,
ARIZONA,4,400144,Florence Crittenton Services of Arizona  Inc.,18,40-59,1,PS,,,2,PS,10,GE50,,,5,PS,1,PS,15,GE50,1,PS
ARIZONA,4,400147,Ha:san Educational Services,36,50-59,34,50-59,,,,,2,PS,,,,,6,LT50,21,40-59,,
ARIZONA,4,400149,El Dorado Public Charter High School,81,25-29,3,PS,1,PS,4,PS,66,25-29,,,7,LT50,15,LT50,67,25-29,5,PS
ARIZONA,4,400153,Phoenix School of Academic Excellence The,18,60-79,3,PS,1,PS,,,8,GE50,,,6,GE50,4,PS,10,GE50,,
ARIZONA,4,400154,Shonto Governing Board of Education  Inc.,29,60-79,29,60-79,,,,,,,,,,,8,GE50,3,PS,,
ARIZONA,4,400157,Sequoia Choice Schools  LLLP,226,37,18,LE20,3,PS,13,LT50,27,21-39,,,160,40-44,24,40-59,45,30-39,,
ARIZONA,4,400159,Tucson Preparatory School,70,25-29,5,PS,,,,,46,20-29,,,17,21-39,12,LT50,60,20-29,,
ARIZONA,4,400160,Vision Charter School  Inc.,10,GE50,1,PS,,,,,7,GE50,,,1,PS,,,3,PS,,
ARIZONA,4,400161,Westwind Children's Services,65,90-94,,,,,18,GE80,17,GE80,,,29,GE80,13,GE50,34,80-89,,
ARIZONA,4,400162,Vicki A. Romero High School,101,70-74,2,PS,,,2,PS,96,75-79,,,1,PS,8,GE50,84,80-84,6,LT50
ARIZONA,4,400163,Coconino County Regional Accommodation SD,143,35-39,78,30-34,1,PS,2,PS,28,21-39,,,34,50-59,27,21-39,,,,
ARIZONA,4,400165,Keystone Montessori Charter School  Inc.,1,PS,,,,,,,,,,,1,PS,,,,,,
ARIZONA,4,400192,Sonoran Desert School,50,40-49,,,,,1,PS,7,LT50,,,42,40-49,2,PS,24,21-39,,
ARIZONA,4,400201,Pima County Board of Supervisors,46,19-Nov,6,LT50,1,PS,1,PS,29,LE20,,,5,PS,11,LT50,41,19-Nov,7,LT50
ARIZONA,4,400202,Academy of Tucson  Inc.,41,GE90,,,,,2,PS,6,GE50,,,32,GE90,,,,,,
ARIZONA,4,400204,Mountain Rose Academy  Inc.,122,45-49,1,PS,3,PS,2,PS,35,40-49,,,74,45-49,14,LT50,78,45-49,,
ARIZONA,4,400207,Vechij Himdag Alternative School  Inc.,41,20-29,39,20-29,,,,,,,,,1,PS,2,PS,24,21-39,,
ARIZONA,4,400211,Mary Ellen Halvorson Educational Foundation. dba: Tri-City P,47,GE90,,,,,,,3,PS,,,44,GE90,1,PS,,,,
ARIZONA,4,400212,Benson Unified School District,108,90-94,4,PS,,,2,PS,23,GE80,,,79,90-94,14,GE50,18,GE80,2,PS
ARIZONA,4,400216,Precision Academy Systems  Inc,122,35-39,1,PS,,,21,40-59,98,30-34,,,2,PS,5,PS,89,35-39,15,LT50
ARIZONA,4,400219,Career Success Schools,486,28,13,LT50,1,PS,82,30-34,310,19,,,79,60-64,6,GE50,193,25-29,,
ARIZONA,4,400223,Daisy Education Corporation dba Sonoran Science Academy,38,80-89,,,1,PS,,,8,GE50,,,27,GE80,1,PS,12,GE50,1,PS
ARIZONA,4,400225,Horizon Community Learning Center  Inc.,101,GE95,,,12,GE50,5,PS,12,GE50,,,69,GE95,16,GE80,,,,
ARIZONA,4,400231,James Madison Preparatory School,22,LE20,,,1,PS,,,2,PS,,,19,LE20,1,PS,,,,
ARIZONA,4,400235,Excalibur Charter School Inc,11,LT50,,,,,,,,,,,11,LT50,1,PS,2,PS,,
ARIZONA,4,400236,Mission Charter School  Inc.,187,20-24,1,PS,1,PS,8,LT50,160,20-24,,,10,LT50,13,LT50,105,25-29,4,PS
ARIZONA,4,400238,Metropolitan Arts Institute  Inc.,45,GE90,,,,,4,PS,6,GE50,,,33,GE90,3,PS,,,,
ARIZONA,4,400241,Paragon Management  Inc.,1,PS,,,,,,,,,,,1,PS,,,,,,
ARIZONA,4,400243,Skyline Schools  Inc.,94,80-84,15,GE50,,,6,GE50,7,GE50,,,66,85-89,16,60-79,21,GE80,,
ARIZONA,4,400244,Choice Education and Development Corporation - Sequoia Chart,57,60-69,3,PS,2,PS,3,PS,26,60-79,,,23,60-79,6,GE50,13,GE50,4,PS
ARIZONA,4,400245,Choice Education and Development Corporation - Learning Cros,27,40-59,3,PS,,,1,PS,8,GE50,,,15,GE50,1,PS,6,GE50,,
ARIZONA,4,400248,Telesis Center for Learning  Inc.,16,GE80,,,,,1,PS,4,PS,,,11,GE50,1,PS,7,GE50,,
ARIZONA,4,400254,Southern Arizona Community Academy  Inc.,73,65-69,2,PS,,,3,PS,42,60-69,,,26,60-79,12,GE50,56,70-79,,
ARIZONA,4,400256,MultiDimensional Literacy Corp.,6,GE50,1,PS,,,,,2,PS,,,3,PS,3,PS,5,PS,,
ARIZONA,4,400259,Southgate Academy  Inc.,36,GE90,,,,,3,PS,31,GE90,,,2,PS,7,GE50,29,GE80,2,PS
ARIZONA,4,400261,Eastpointe High School  Inc.,120,45-49,2,PS,3,PS,20,40-59,44,40-49,,,50,40-49,22,40-59,,,,
ARIZONA,4,400266,PACE Preparatory Academy  Inc.,42,40-49,2,PS,,,,,8,LT50,,,31,50-59,5,PS,32,40-49,,
ARIZONA,4,400267,Kestrel Schools  Inc.,32,50-59,,,1,PS,,,3,PS,,,27,40-59,7,GE50,11,LT50,,
ARIZONA,4,400273,GAR  LLC dba Student Choice High School,79,30-34,6,LT50,1,PS,5,PS,33,30-39,,,34,30-39,1,PS,,,,
ARIZONA,4,400274,AIBT Non-Profit Charter High School - Phoenix,165,35-39,5,PS,2,PS,18,21-39,123,35-39,,,17,40-59,11,LT50,138,35-39,5,PS
ARIZONA,4,400276,Academy with Community Partners  Inc,53,40-49,3,PS,,,2,PS,34,30-39,,,14,GE50,5,PS,41,40-49,3,PS
ARIZONA,4,400278,Deer Valley Charter Schools  Inc.,17,60-79,,,,,,,4,PS,,,12,GE50,,,,,,
ARIZONA,4,400280,Mohave Accelerated Learning Center,66,55-59,,,,,,,23,21-39,,,40,60-69,7,GE50,38,50-59,,
ARIZONA,4,400281,Masada Charter School  Inc.,12,LT50,,,,,,,,,,,12,LT50,,,12,LT50,,
ARIZONA,4,400282,Harvest Power Community Development Group  Inc.,32,70-79,,,,,,,30,60-79,,,2,PS,2,PS,29,60-79,6,LT50
ARIZONA,4,400284,Omega Alpha Academy,16,21-39,,,,,,,16,21-39,,,,,1,PS,14,LT50,6,LT50
ARIZONA,4,400288,Premier Charter High School,92,80-84,3,PS,1,PS,16,GE80,67,75-79,,,5,PS,5,PS,60,80-89,1,PS
ARIZONA,4,400295,Kingman Unified School District,513,76,7,GE50,4,PS,14,GE50,89,75-79,,,389,76,62,70-74,252,70-74,1,PS
ARIZONA,4,400297,Sierra Summit Academy,16,60-79,,,1,PS,,,2,PS,,,12,GE50,,,8,GE50,,
ARIZONA,4,400303,North Star Charter School  Inc.,61,14-Oct,3,PS,1,PS,4,PS,34,LE10,,,18,21-39,4,PS,20,LE20,,
ARIZONA,4,400311,E-Institute Charter Schools  Inc.,255,58,3,PS,3,PS,14,GE50,84,35-39,,,149,70-74,18,40-59,65,45-49,1,PS
ARIZONA,4,400312,Ira H. Hayes Memorial Applied Learning Center  Inc.,36,20-29,35,20-29,,,,,1,PS,,,,,7,LT50,25,21-39,,
ARIZONA,4,400313,New Visions Academy  Inc.,44,19-Nov,1,PS,,,2,PS,13,LT50,,,27,21-39,3,PS,21,LE20,,
ARIZONA,4,400314,Developing Innovations in Navajo Education  Inc. (DINE  Inc.,9,LT50,9,LT50,,,,,,,,,,,,,,,,
ARIZONA,4,400315,Yavapai Accommodation School District,31,40-49,1,PS,,,,,10,GE50,,,20,40-59,7,LT50,16,21-39,,
ARIZONA,4,400321,Pinnacle Education-WMCB  Inc.,38,20-29,,,,,4,PS,12,LT50,,,22,21-39,12,LT50,,,,
ARIZONA,4,400322,Desert Rose Academy Inc.,108,30-34,5,PS,1,PS,10,LT50,46,19-Nov,,,45,40-49,10,LT50,90,30-34,1,PS
ARIZONA,4,400324,Arizona School for Integrated Academics and Technologies  In,273,10,34,LE10,22,LE20,29,LE20,136,14-Oct,,,49,19-Nov,20,21-39,,,30,LE20
ARIZONA,4,400326,Success School,40,80-89,,,,,5,PS,27,GE80,,,7,GE50,4,PS,34,80-89,2,PS
ARIZONA,4,400327,Pointe Educational Services,113,GE95,2,PS,3,PS,2,PS,25,GE80,,,80,GE95,3,PS,26,GE80,,
ARIZONA,4,400329,Primavera Technical Learning Center,687,67,14,GE50,12,GE50,43,50-59,161,70-74,,,455,67,23,60-79,244,65-69,,
ARIZONA,4,400330,Compass High School  Inc.,167,30-34,3,PS,,,7,LT50,72,25-29,,,82,35-39,27,21-39,,,,
ARIZONA,4,400332,James Sandoval Preparatory High School,33,50-59,,,,,1,PS,32,50-59,,,,,,,31,60-69,,
ARIZONA,4,400344,Pathways KM Charter Schools  Inc,18,60-79,2,PS,,,,,2,PS,,,14,GE50,3,PS,11,GE50,,
ARIZONA,4,400352,American Charter Schools Foundation d.b.a. Estrella High Sch,139,60-64,2,PS,1,PS,33,60-69,88,55-59,,,15,GE50,14,GE50,126,60-64,5,PS
ARIZONA,4,400353,American Charter Schools Foundation d.b.a. Peoria Accelerate,109,50-54,3,PS,4,PS,8,GE50,60,50-59,,,31,50-59,7,GE50,85,45-49,1,PS
ARIZONA,4,400354,American Charter Schools Foundation d.b.a. Sun Valley High S,185,40-44,9,LT50,7,GE50,14,LT50,103,40-44,,,46,40-49,14,LT50,157,40-44,5,PS
ARIZONA,4,400355,American Charter Schools Foundation d.b.a. West Phoenix High,174,45-49,1,PS,1,PS,8,GE50,157,45-49,,,7,LT50,30,60-79,161,45-49,24,21-39
ARIZONA,4,400356,Nosotros  Inc,37,50-59,2,PS,1,PS,,,32,60-69,,,2,PS,6,GE50,25,60-79,,
ARIZONA,4,400357,American Charter Schools Foundation d.b.a. Apache Trail High,56,30-39,,,,,,,14,LT50,,,41,30-39,9,LT50,47,30-39,1,PS
ARIZONA,4,400363,SC Jensen Corporation  Inc. dba Intelli-School,41,40-49,1,PS,,,3,PS,17,40-59,,,18,40-59,7,GE50,32,50-59,,
ARIZONA,4,400364,PAS Charter  Inc.  dba Intelli-School,155,15-19,7,LT50,2,PS,13,LT50,73,9-Jun,,,56,20-29,18,LE20,118,14-Oct,,
ARIZONA,4,400367,Pima Prevention Partnership dba Pima Partnership School  The,45,40-49,,,1,PS,2,PS,37,30-39,,,4,PS,10,LT50,35,40-49,3,PS
ARIZONA,4,400368,Academy of Math and Science  Inc.,8,GE50,,,,,,,2,PS,,,6,GE50,1,PS,4,PS,,
ARIZONA,4,400373,Tucson International Academy  Inc.,7,GE50,,,,,,,6,GE50,,,1,PS,1,PS,7,GE50,,
ARIZONA,4,400378,Gila Educational Group dba Gila Preparatory Academy,21,40-59,3,PS,,,,,10,LT50,,,8,GE50,4,PS,,,,
ARIZONA,4,400381,Carpe Diem Collegiate High School,39,80-89,,,2,PS,1,PS,10,GE50,,,17,GE80,,,8,GE50,,
ARIZONA,4,400382,CPLC Community Schools dba Toltecalli High School,41,30-39,,,,,1,PS,40,30-39,,,,,6,GE50,35,40-49,2,PS
ARIZONA,4,400383,Life Skills Center of Arizona  Inc. dba Life Skills Center o,94,35-39,2,PS,2,PS,19,21-39,58,30-39,,,13,LT50,10,LT50,18,LE20,,
ARIZONA,4,400384,American Charter Schools Foundation d.b.a. Desert Hills High,184,75-79,,,4,PS,24,60-79,51,60-69,,,104,80-84,20,60-79,37,50-59,,
ARIZONA,4,400385,American Charter Schools Foundation d.b.a. Crestview College,96,30-34,,,1,PS,4,PS,82,25-29,,,8,GE50,7,LT50,80,30-34,8,LT50
ARIZONA,4,400386,Summit Public Charter High School,114,20-24,4,PS,1,PS,12,LT50,90,20-24,,,5,PS,9,LT50,92,20-24,16,LE20
ARIZONA,4,400387,Tempe Accelerated Public Charter High School,53,40-49,9,LT50,1,PS,11,LT50,21,21-39,,,8,GE50,7,LT50,45,40-49,4,PS
ARIZONA,4,400388,Skyview Public Charter High School,38,80-89,,,,,2,PS,3,PS,,,32,80-89,5,PS,17,GE80,,
ARIZONA,4,400389,Maya Public Charter High School,135,30-34,2,PS,4,PS,19,40-59,99,25-29,,,9,LT50,5,PS,124,30-34,31,LE10
ARIZONA,4,400394,Avondale Learning dba Precision Academy,17,60-79,,,,,,,17,60-79,,,,,,,12,GE50,,
ARIZONA,4,400395,LEAD Charter Schools,24,GE80,,,,,1,PS,2,PS,,,20,GE80,1,PS,5,PS,,
ARIZONA,4,400397,CAFA  Inc. dba Learning Foundation Performing Arts School,9,GE50,2,PS,,,1,PS,2,PS,,,4,PS,1,PS,4,PS,,
ARIZONA,4,400398,Founding Fathers Academies  Inc,16,21-39,1,PS,,,,,2,PS,,,13,LT50,3,PS,9,LT50,,
ARIZONA,4,400401,New World Educational Center,18,GE80,,,,,,,16,GE80,,,2,PS,,,16,GE80,,
ARIZONA,4,400402,Cholla Academy,21,40-59,,,,,5,PS,11,GE50,,,5,PS,,,15,LT50,,
ARIZONA,4,400405,Cornerstone Charter School Inc,24,60-79,2,PS,,,4,PS,10,GE50,,,8,GE50,2,PS,,,,
ARIZONA,4,400407,Tucson Small School Project,44,80-89,1,PS,1,PS,3,PS,16,60-79,,,22,GE80,5,PS,17,60-79,,
ARIZONA,4,400412,E-cademie  A Charter School,71,40-44,5,PS,1,PS,7,LT50,54,40-49,,,2,PS,2,PS,61,45-49,1,PS
ARIZONA,4,400414,Academy of Building Industries  Inc.,40,70-79,,,,,,,6,GE50,,,34,70-79,6,GE50,17,40-59,,
ARIZONA,4,400416,StarShine Academy,10,LT50,,,,,2,PS,3,PS,,,5,PS,3,PS,6,LT50,,
ARIZONA,4,400417,Arizona Agribusiness & Equine Center  Inc,54,80-89,,,3,PS,3,PS,42,GE90,,,5,PS,1,PS,38,GE90,,
ARIZONA,4,400419,Gila County Regional School District,74,35-39,24,LE20,1,PS,1,PS,13,GE50,,,35,40-49,9,LT50,45,30-39,,
ARIZONA,4,400420,Pillar Charter School,9,LT50,7,LT50,1,PS,,,,,,,1,PS,,,7,GE50,,
ARIZONA,4,400421,Esperanza Community Collegial Academy,26,LE20,,,1,PS,,,25,LE20,,,,,3,PS,20,LE20,11,LT50
ARIZONA,4,400423,Legacy Education Group,41,70-79,1,PS,,,3,PS,6,GE50,,,26,60-79,4,PS,17,60-79,,
ARIZONA,4,400426,Arizona Agribusiness & Equine Center  Inc.,41,GE90,,,,,1,PS,6,GE50,,,34,GE90,1,PS,,,,
ARIZONA,4,400427,Arizona Connections Academy Charter School  Inc.,75,40-44,3,PS,1,PS,6,GE50,10,LT50,,,54,40-49,11,GE50,34,20-29,,
ARIZONA,4,400429,Country Gardens Educational Services  LLC,11,GE50,,,,,3,PS,3,PS,,,5,PS,2,PS,5,PS,1,PS
ARIZONA,4,400432,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,280,28,12,LT50,2,PS,13,LT50,47,19-Nov,,,205,30-34,24,21-39,182,20-24,1,PS
ARIZONA,4,400434,Santa Cruz County Regional School District,19,21-39,,,,,,,18,21-39,,,1,PS,,,11,LT50,1,PS
ARIZONA,4,400440,Chandler Preparatory Academy,47,GE90,,,3,PS,1,PS,3,PS,,,40,GE90,,,,,,
ARIZONA,4,400444,Prescott Valley Charter School,22,GE80,,,,,1,PS,2,PS,,,19,GE80,2,PS,5,PS,,
ARIZONA,4,400447,American Charter Schools Foundation d.b.a. South Ridge High,59,GE90,,,1,PS,7,GE50,39,GE90,,,12,GE50,2,PS,46,GE90,,
ARIZONA,4,400450,Agua Fria Union High School District,1629,82,23,60-79,85,80-84,200,85-89,681,80,,,636,85,119,65-69,70,40-44,25,21-39
ARIZONA,4,400520,Ajo Unified District,35,70-79,1,PS,,,,,19,40-59,,,14,GE50,4,PS,13,GE50,3,PS
ARIZONA,4,400608,BASIS School  Inc.,23,GE80,,,11,GE50,,,1,PS,,,11,GE50,,,,,,
ARIZONA,4,400611,Career Success High School - Mesa,55,20-29,3,PS,,,7,LT50,31,19-Nov,,,13,LT50,3,PS,23,LE20,,
ARIZONA,4,400614,Maricopa County Community College District on behalf of Teac,10,GE50,,,,,,,9,GE50,,,,,1,PS,,,,
ARIZONA,4,400617,Montezuma Public Charter Middle School,24,LE20,1,PS,1,PS,3,PS,16,LE20,,,3,PS,2,PS,15,LT50,,
ARIZONA,4,400618,American Charter Schools Foundation d.b.a. South Pointe High,140,40-44,3,PS,,,22,21-39,111,45-49,,,3,PS,12,GE50,110,45-49,14,LT50
ARIZONA,4,400619,American Charter Schools Foundation d.b.a. Alta Vista High S,98,80-84,4,PS,1,PS,2,PS,84,80-84,,,7,GE50,9,GE50,76,80-84,5,PS
ARIZONA,4,400620,Pinnacle Education-Mesa  Inc.,40,20-29,7,LT50,,,3,PS,20,LE20,,,10,LT50,2,PS,,,,
ARIZONA,4,400621,Pinnacle Education-Tempe  Inc.,478,21,14,LT50,6,LT50,60,19-Nov,169,14-Oct,,,229,30-34,22,LE20,,,,
ARIZONA,4,400625,Pinnacle Education-Kino  Inc.,23,LE20,,,,,,,23,LE20,,,,,,,,,1,PS
ARIZONA,4,400626,Pinnacle Education-Casa Grande  Inc.,38,19-Nov,10,LT50,1,PS,2,PS,17,LE20,,,8,LT50,2,PS,,,,
ARIZONA,4,400632,Cochise Community Development Corporation,20,60-79,,,3,PS,2,PS,5,PS,,,10,GE50,,,5,PS,,
ARIZONA,4,400633,Canyon Rose Academy  Inc.,100,55-59,,,1,PS,9,LT50,35,50-59,,,51,60-69,5,PS,72,45-49,,
ARIZONA,4,400636,Blueprint Education,142,25-29,2,PS,,,12,LT50,93,20-24,,,34,30-39,5,PS,57,30-39,4,PS
ARIZONA,4,400640,Choice Education & Development Corp. - Sequoia School for th,1,PS,,,,,,,,,,,1,PS,1,PS,1,PS,,
ARIZONA,4,400641,Edkey  Inc. - Sequoia Ranch School,25,LE20,,,1,PS,3,PS,7,LT50,,,14,LT50,,,1,PS,,
ARIZONA,4,400650,Integrity Education Incorporated,6,GE50,,,,,,,5,PS,,,1,PS,1,PS,3,PS,,
ARIZONA,4,400653,Choice Education and Development Corporation dba Arizona Con,41,GE90,1,PS,2,PS,1,PS,3,PS,,,34,GE90,4,PS,13,GE50,,
ARIZONA,4,400655,Veritas Preparatory Academy,38,GE90,,,1,PS,,,3,PS,,,29,GE80,,,,,,
ARIZONA,4,400656,RSD Charter School  Inc.,135,20-24,3,PS,2,PS,11,LT50,49,LE10,,,69,30-34,23,21-39,70,25-29,,
ARIZONA,4,400680,Amphitheater Unified District,1179,85,11,GE50,38,70-79,55,70-79,354,77,,,712,90,112,70-74,314,72,35,20-29
ARIZONA,4,400720,Antelope Union High School District,66,75-79,,,,,,,45,80-89,,,21,60-79,8,GE50,43,80-89,1,PS
ARIZONA,4,400757,Mesa Preparatory Academy  Inc.,2,PS,,,,,,,1,PS,,,1,PS,,,,,,
ARIZONA,4,400760,Glendale Preparatory Academy,1,PS,,,,,,,,,,,1,PS,,,,,,
ARIZONA,4,400770,Imagine Preparatory High School at Surprise  LLC,19,GE80,,,,,1,PS,1,PS,,,15,GE50,7,GE50,8,GE50,,
ARIZONA,4,400771,Blue Adobe Project,8,GE50,,,1,PS,,,,,,,7,GE50,1,PS,,,,
ARIZONA,4,400776,Daisy Education Corporation dba Sonoran Science Academy - Ph,5,PS,,,,,,,,,,,5,PS,,,1,PS,,
ARIZONA,4,400783,Imagine Preparatory at Superstition  LLC,26,GE80,,,2,PS,2,PS,7,GE50,,,15,GE50,3,PS,9,GE50,,
ARIZONA,4,400785,AZ Compass Schools  Inc.,2,PS,,,,,1,PS,1,PS,,,,,,,1,PS,,
ARIZONA,4,400790,Apache Junction Unified District,387,76,4,PS,9,GE50,6,GE50,97,65-69,,,265,80-84,49,50-59,156,65-69,1,PS
ARIZONA,4,400796,CAFA  Inc. dba Learning Foundation and Performing Arts Alta,3,PS,,,,,,,1,PS,,,2,PS,1,PS,2,PS,,
ARIZONA,4,400803,CAFA  Inc. dba Learning Foundation and Performing Arts Gilbe,12,GE50,2,PS,,,3,PS,2,PS,,,5,PS,2,PS,6,GE50,,
ARIZONA,4,400811,Ombudsman Educational Services  LTD  a subsidiary of Educati,105,50-54,10,LT50,1,PS,5,PS,77,50-54,,,12,GE50,11,GE50,,,,
ARIZONA,4,400813,Camp Verde Unified School District dba South Verde Technolog,25,40-59,6,GE50,1,PS,,,7,GE50,,,10,LT50,2,PS,13,LT50,,
ARIZONA,4,400814,CPLC Community Schools dba Hiaki High School,24,21-39,23,21-39,,,,,1,PS,,,,,3,PS,19,21-39,1,PS
ARIZONA,4,400816,Educational Options Foundation,21,21-39,2,PS,1,PS,1,PS,5,PS,,,12,LT50,4,PS,12,LT50,,
ARIZONA,4,400820,Compass Points International  Inc,21,GE80,,,,,,,1,PS,,,19,60-79,2,PS,5,PS,,
ARIZONA,4,400828,Arizona Agribusiness & Equine Center  Inc,2,PS,,,,,,,,,,,2,PS,,,,,,
ARIZONA,4,400910,Ash Fork Joint Unified District,28,60-79,,,,,1,PS,9,GE50,,,18,60-79,7,GE50,28,60-79,,
ARIZONA,4,401000,Bagdad Unified District,38,GE90,,,,,,,15,GE50,,,23,GE80,3,PS,18,GE80,,
ARIZONA,4,401160,Bicentennial Union High School District,34,80-89,,,,,1,PS,19,60-79,,,14,GE50,6,GE50,26,GE80,1,PS
ARIZONA,4,401180,Bisbee Unified District,97,75-79,1,PS,2,PS,2,PS,63,70-74,,,29,60-79,11,GE50,6,LT50,2,PS
ARIZONA,4,401330,Bowie Unified District,7,GE50,,,,,,,6,GE50,,,1,PS,2,PS,,,,
ARIZONA,4,401410,Buckeye Union High School District,804,87,3,PS,22,GE80,67,80-84,349,84,,,359,91,76,75-79,350,87,10,GE50
ARIZONA,4,401460,Sierra Vista Unified District,534,86,5,PS,31,GE90,63,80-84,136,80-84,,,283,85-89,46,60-69,136,70-74,1,PS
ARIZONA,4,401600,Camp Verde Unified District,86,80-84,7,GE50,1,PS,1,PS,16,60-79,,,59,80-89,17,60-79,38,70-79,1,PS
ARIZONA,4,401740,Casa Grande Union High School District,700,79,61,40-44,12,GE50,30,60-79,360,82,,,229,85-89,78,60-64,333,75,8,LT50
ARIZONA,4,401760,Catalina Foothills Unified District,405,96,,,32,GE90,10,GE50,53,GE90,,,299,GE95,30,GE80,21,GE80,,
ARIZONA,4,401810,Cedar Unified District,34,70-79,34,70-79,,,,,,,,,,,8,GE50,11,GE50,,
ARIZONA,4,401870,Chandler Unified District,2626,92,44,GE90,218,GE95,235,90-94,592,85,,,1529,95,233,80-84,938,92,18,21-39
ARIZONA,4,401940,Chinle Unified District,276,67,275,65-69,,,,,,,,,1,PS,35,70-79,32,19-Nov,17,60-79
ARIZONA,4,402110,Clifton Unified District,3,PS,1,PS,,,,,1,PS,,,1,PS,,,1,PS,,
ARIZONA,4,402320,Coolidge Unified District,360,72,54,50-59,6,GE50,36,70-79,127,70-74,,,137,75-79,43,50-59,174,70-74,6,LT50
ARIZONA,4,402480,Graham County Special Services,1,PS,,,,,1,PS,,,,,,,1,PS,,,,
ARIZONA,4,402530,Douglas Unified District,312,84,,,,,2,PS,301,83,,,9,GE50,20,60-79,237,80-84,17,21-39
ARIZONA,4,402600,Duncan Unified District,34,80-89,,,,,,,9,GE50,,,25,60-79,9,GE50,10,GE50,,
ARIZONA,4,402690,Dysart Unified District,1478,88,15,GE50,62,90-94,179,85-89,490,85,,,723,91,111,75-79,57,70-79,7,GE50
ARIZONA,4,402740,Mary C O'Brien Accommodation District,39,30-39,2,PS,,,3,PS,29,21-39,,,5,PS,4,PS,2,PS,,
ARIZONA,4,402860,Flagstaff Unified District,779,83,189,75-79,10,GE50,15,GE50,166,75-79,,,365,89,108,65-69,194,70-74,9,LT50
ARIZONA,4,402920,Florence Unified School District,313,74,8,GE50,7,GE50,28,GE80,93,65-69,,,174,75-79,38,50-59,131,65-69,4,PS
ARIZONA,4,403010,Flowing Wells Unified District,403,89,8,GE50,16,GE80,10,GE50,203,90-94,,,163,85-89,40,70-79,178,90-94,5,PS
ARIZONA,4,403040,Fountain Hills Unified District,186,85-89,4,PS,4,PS,4,PS,13,GE50,,,160,90-94,17,40-59,,,1,PS
ARIZONA,4,403080,Fredonia-Moccasin Unified District,21,GE80,4,PS,,,,,1,PS,,,16,GE80,1,PS,11,GE50,,
ARIZONA,4,403200,Ft Thomas Unified District,44,70-79,40,70-79,,,,,,,,,4,PS,5,PS,2,PS,,
ARIZONA,4,403290,Ganado Unified School District,183,65-69,176,65-69,1,PS,,,1,PS,,,,,12,GE50,130,75-79,6,LT50
